po_id,vendor_id,item_name,quantity,po_date,region,ingestion_timestamp,load_date,pipeline_run_id,source_file
PO000049,V0130,Safety Control Panel,129.0,2024-06-16 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000050,V0318,Safety Steel Rod Standard,204.0,2025-12-01 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000051,V0265,Fluid Bearing Premium,372.0,2024-09-19 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000052, V0391 ,Instrumentation Transformer Oil Kit,300.0,2022-09-06 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000053,V0055,Mechanical Electric Motor Premium,364.0,2022-03-01 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000054,V0381,Safety Flow Meter Kit,101.0,2025-07-14 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000055,V0265,Fluid Conveyor Belt Kit,144.0,2025-05-31 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000056,V0483,Safety Flow Meter Kit,144.0,2023-05-06 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000057,V0171,Electrical Gearbox Kit,289.0,2025-12-24 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000058,V0317,Electrical Copper Wire Premium,193.0,2022-11-21 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000059,V0468,Fluid Flow Meter Kit,62.0,2023-09-29 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000060,V0053,Instrumentation Industrial Paint Heavy Duty,24.0,2025-02-02 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000061,V0471,Instrumentation Bearing Premium,284.0,2022-01-29 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000062,V0344,Electrical Steel Rod Kit,296.0,2025-02-05 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000063,V0036,Structural Pneumatic Cylinder Premium,69.0,2024-04-15 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000064,V0152,Instrumentation Safety Helmet,396.0,2022-07-10 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000065,V0355,Mechanical Flow Meter Premium,null,2023-04-06 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000066,V0036,Mechanical Pressure Gauge Premium,247.0,2022-08-21 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000067,V0289,Fluid Safety Helmet Kit,325.0,2024-08-03 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000068,V0173,Structural Lubricant,433.0,2022-08-29 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000069,V0311,Mechanical Electric Motor Standard,178.0,2025-08-19 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000070,V0025,Electrical Pneumatic Cylinder Kit,201.0,2022-11-12 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000071,V0440,Instrumentation Bearing Premium,264.0,2024-10-17 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000072,V0489,Instrumentation Flow Meter Premium,312.0,2023-08-21 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000073,V0486,Safety Control Panel Kit,295.0,2024-11-08 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000074,V0377,Mechanical Circuit Breaker Premium,334.0,2025-12-15 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000075,V0069,Structural Transformer Oil,241.0,2023-07-14 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000076,V0380,Instrumentation Bearing Premium,96.0,2024-04-30 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000077,V0013,Fluid Steel Rod Standard,35.0,2024-09-15 00:00:00,north,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000078,V0012,Structural Transformer Oil,null,2024-08-25 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000079,V0161,Fluid Pneumatic Cylinder,322.0,2023-05-15 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000080,V0242,Mechanical Fasteners Heavy Duty,221.0,2024-07-24 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000081,V0386,Electrical Steel Rod,97.0,2025-02-02 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000082,V0341,Structural Conveyor Belt Standard,470.0,2022-10-24 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000083,V0222,Mechanical Copper Wire Heavy Duty,418.0,2024-02-25 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000084,V0135,Instrumentation Bearing,308.0,2023-01-26 00:00:00,east,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000085,V0499,Instrumentation Copper Wire,428.0,2025-05-12 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000086,V0213,Mechanical Electric Motor Standard,396.0,2024-11-06 00:00:00,central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000087,V0224,Safety Transformer Oil Kit,458.0,2022-10-07 00:00:00,west,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000088,V0085,Safety Gearbox Premium,29.0,2022-05-23 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000089,V0398,Safety Pneumatic Cylinder Kit,126.0,2023-07-20 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000090,V0347,Structural Pneumatic Cylinder Premium,373.0,2024-04-29 00:00:00,south,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000091,V0113,Instrumentation Hydraulic Pump Premium,150.0,2023-11-28 00:00:00,west,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000092,V0043,Instrumentation Copper Wire,398.0,2024-11-05 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000093,V0341,Safety Pneumatic Cylinder Kit,162.0,2023-07-02 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000094,V0328,Safety Pressure Gauge Premium,123.0,2022-01-06 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000095,V0135,Structural Pneumatic Cylinder Premium,398.0,2023-08-03 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000096,V0476,Fluid Lubricant Standard,328.0,2023-09-04 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000097,V0077,Structural Bearing Kit,243.0,2025-04-17 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000098,V0217,Mechanical Fasteners Heavy Duty,40.0,2025-04-02 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000099,V0473,Safety Transformer Oil Kit,49.0,2025-09-13 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000100,V0209,Mechanical Pressure Gauge Premium,103.0,2024-09-29 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000101,V0319,Structural Valves Standard,15.0,2022-11-01 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000102,V0196,Electrical Transformer Oil Standard,209.0,2024-07-03 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000103,V0136,Electrical Conveyor Belt Standard,26.0,2025-01-08 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000104,V0494,Instrumentation Steel Rod,307.0,2024-09-18 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000105,V0202,Safety Lubricant Kit,298.0,2023-12-08 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000106, V0451 ,Electrical Copper Wire Premium,115.0,2023-11-12 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000107,V0118,Electrical Conveyor Belt Standard,463.0,2025-02-04 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000108,V0109,Fluid Safety Helmet Standard,273.0,2025-01-17 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000109,V0016,Safety Lubricant Kit,331.0,2024-02-12 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000110,V0326,Structural Copper Wire Premium,225.0,2024-07-21 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000111,V0184,Structural Valves Standard,248.0,2023-10-22 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000112, V0437 ,Structural Steel Rod Kit,164.0,2023-01-22 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000113,V0234,Fluid Control Panel Premium,136.0,2025-11-29 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000114,V0486,Fluid Lubricant Standard,52.0,2023-05-05 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000115,V0097,Instrumentation Electric Motor Premium,58.0,2025-03-17 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000116,V0439,Instrumentation Electric Motor Premium,373.0,2024-02-24 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000117,V0388,Electrical Gearbox Kit,219.0,2023-04-24 00:00:00,south,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000118,V0387,Fluid Bearing Premium,351.0,2024-04-21 00:00:00,west,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000119,V0425,Safety Transformer Oil Premium,278.0,2022-03-31 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000120,V0381,Structural Copper Wire Premium,64.0,2023-10-14 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000121,V0314,Mechanical Conveyor Belt,172.0,2024-08-26 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000122,V0069,Electrical Conveyor Belt,321.0,2025-12-15 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000123,V0017,Electrical Transformer Oil Standard,332.0,2024-02-20 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000124,V0464,Instrumentation Hydraulic Pump Premium,16.0,2024-03-01 00:00:00,North,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000125,V0308,Mechanical PVC Pipe Premium,258.0,2025-09-21 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000126,V0399,Electrical Steel Rod,85.0,2025-08-28 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000127,V0238,Fluid Control Panel Premium,100.0,2022-11-08 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000128,V0061,Safety Lubricant Kit,140.0,2024-10-11 00:00:00,South,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000129,V0065,Structural Bearing,194.0,2022-03-17 00:00:00,West,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000130,V0343,Safety Transformer Oil Premium,467.0,2022-09-16 00:00:00,north,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000131,V0216,Mechanical Welding Rod Heavy Duty,181.0,2024-10-25 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000132,V0102,Safety Lubricant Kit,27.0,2025-04-23 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000133,V0243,Structural Pressure Gauge Standard,407.0,2023-11-11 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000134,V0035,Instrumentation Copper Wire,445.0,2022-07-25 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000135,V0289,Electrical Circuit Breaker,2.0,2024-06-20 00:00:00,Central,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
PO000136,V0135,Fluid Conveyor Belt,355.0,2022-07-24 00:00:00,East,2026-07-09T18:01:16.324Z,2026-07-09,8169b151-cbbc-4d7f-bfa1-26950e5c866e,purchase_orders
