item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM0000119,ORD000037,PROD00231,2,2536.84,21.09
ITEM0000120,ORD000037,PROD00186,5,10600.32,4.65
ITEM0000121,ORD000038,PROD00293,1,6508.01,31.86
ITEM0000122,ORD000038,PROD00266,2,150138.51,13.03
ITEM0000123,ORD000039,PROD00262,3,2761.19,14.72
ITEM0000124,ORD000040,PROD00042,0,851.12,15.26
ITEM0000125,ORD000040,PROD00269,4,2342.42,14.11
ITEM0000126,ORD000040,PROD00153,4,33477.66,10.42
ITEM0000127,ORD000041,PROD00273,4,5839.38,12.54
ITEM0000128,ORD000041,PROD00001,2,107560.75,5.13
ITEM0000129,ORD000041,PROD00087,2,9237.82,26.58
ITEM0000130,ORD000041,PROD00227,3,2030.73,14.51
ITEM0000131,ORD000041,PROD00132,5,1220.54,0.25
ITEM0000132,ORD000041,PROD00179,3,11703.98,12.68
ITEM0000133,ORD000042,PROD00189,2,9958.04,17.17
ITEM0000134,ORD000042,PROD00077,-1,949.09,5.13
ITEM0000135,ORD000042,PROD00240,2,56530.69,23.9
ITEM0000136,ORD000042,PROD00180,4,45620.93,25.19
ITEM0000137,ORD000042,PROD00088,2,9502.99,9.38
ITEM0000138,ORD000042,PROD00034,0,2479.77,3.36
ITEM0000139,ORD000043,PROD00006,3,3286.66,25.2
ITEM0000140,ORD000043,PROD00227,2,2030.73,14.47
ITEM0000141,ORD000043,PROD00230,5,14806.16,6.92
ITEM0000142,ORD000043,PROD00183,5,9351.26,3.2
ITEM0000143,ORD000043,PROD00030,5,46619.52,17.35
ITEM0000144,ORD000044,PROD00188,5,26614.54,26.29
ITEM0000145,ORD000044,PROD00140,4,10466.68,10.51
ITEM0000146,ORD000044,PROD00110,2,8026.63,30.88
ITEM0000147,ORD000045,PROD00167,2,15629.7,23.07
ITEM0000148,ORD000045,PROD00177,1,2661.74,27.96
ITEM0000149,ORD000045,PROD00231,4,2536.84,26.38
ITEM0000150,ORD000045,PROD00228,3,12035.67,1.52
ITEM0000151,ORD000045,PROD00261,3,35880.89,13.83
ITEM0000152,ORD000045,PROD00030,2,46619.52,19.97
ITEM0000153,ORD000046,PROD00200,3,23481.36,22.39
ITEM0000154,ORD000046,PROD00114,3,129739.16,8.79
ITEM0000155,ORD000046,PROD00169,2,8770.94,3.57
ITEM0000156,ORD000046,PROD00017,2,42741.8,18.24
ITEM0000157,ORD000046,PROD00170,3,12487.59,14.95
ITEM0000158,INVALID_ORD_80454,PROD_DUP_764,1,10284.38,15.45
ITEM0000159,ORD000047,PROD00299,1,5860.91,14.91
ITEM0000160,ORD000047,PROD00060,3,14823.48,25.45
ITEM0000161,ORD000047,PROD00208,3,11211.45,14.31
ITEM0000162,ORD000047,PROD00036,5,9080.54,27.57
ITEM0000163,ORD000047,PROD00161,5,89959.13,13.05
ITEM0000164,ORD000047,PROD00213,-4,67924.54,28.52
ITEM0000165,ORD000048,PROD00001,1,107560.75,29.91
ITEM0000166,ORD000048,PROD00266,1,150138.51,1.09
ITEM0000167,ORD000048,PROD00151,3,75177.2,18.97
ITEM0000168,ORD000049,PROD00029,4,12387.11,3.17
ITEM0000169,ORD000049,PROD00291,5,68752.62,21.89
ITEM0000170,ORD000049,PROD00019,3,39804.94,23.51
ITEM0000171,ORD000049,PROD00114,5,129739.16,17.56
ITEM0000172,ORD000049,PROD00253,1,30181.5,22.47
ITEM0000173,ORD000050,PROD00105,2,16922.48,29.74
ITEM0000174,ORD000050,PROD00188,1,26614.54,3.55
ITEM0000175,ORD000051,PROD_DUP_765,2,60305.75,26.68
ITEM0000176,ORD000051,PROD00181,2,34804.16,30.5
ITEM0000177,ORD000052,PROD00022,1,9177.73,16.73
ITEM0000178,ORD000052,PROD00242,4,49321.02,13.49
ITEM0000179,ORD000052,PROD00131,-5,2403.64,13.98
ITEM0000180,ORD000053,PROD00213,2,67924.54,32.09
ITEM0000181,ORD000053,PROD00190,1,4989.53,3.27
ITEM0000182,ORD000054,PROD00221,1,6476.61,2.87
ITEM0000183,ORD000054,PROD00068,2,15259.49,21.3
ITEM0000184,ORD000054,PROD00031,2,14324.32,26.09
ITEM0000185,ORD000054,PROD00298,2,1958.18,7.74
ITEM0000186,ORD000054,PROD00175,5,5323.61,17.67
ITEM0000187,ORD000055,PROD00011,5,53479.92,19.98
ITEM0000188,ORD000056,PROD00025,3,2571.12,3.12
ITEM0000189,ORD000056,PROD00026,0,19557.07,4.29
ITEM0000190,ORD000056,PROD00053,5,1294.67,26.15
ITEM0000191,ORD000056,PROD00022,5,9177.73,17.48
ITEM0000192,ORD000056,PROD00020,5,70058.39,19.74
ITEM0000193,ORD000057,PROD00181,0,34804.16,23.8
ITEM0000194,ORD000057,PROD00171,5,1587.59,24.23
ITEM0000195,ORD000057,PROD00175,4,5323.61,23.95
ITEM0000196,ORD000057,PROD00179,5,11703.98,4.96
ITEM0000197,ORD000057,PROD00041,3,13175.99,0.56
ITEM0000198,ORD000058,PROD00227,4,2030.73,23.61
ITEM0000199,ORD000058,PROD00148,4,46265.49,3.0
ITEM0000200,ORD000058,PROD00177,2,2661.74,29.98
ITEM0000201,ORD000058,PROD00072,5,6009.58,16.43
ITEM0000202,ORD000059,PROD00193,5,33770.04,4.72
ITEM0000203,ORD000059,PROD00199,2,37442.17,13.58
ITEM0000204,ORD000059,INVALID_PROD_13713,4,23481.36,117.59
ITEM0000205,ORD000059,PROD00268,2,247.24,30.66
ITEM0000206,INVALID_ORD_82569,PROD00212,4,18473.59,12.94
ITEM0000207,ORD000059,PROD00255,4,8717.28,5.53
ITEM0000208,ORD000060,PROD00068,2,15259.49,11.28
ITEM0000209,ORD000060,PROD00104,3,10809.0,13.66
ITEM0000210,ORD000060,PROD00267,3,5023.39,21.68
ITEM0000211,ORD000060,PROD00033,4,25099.93,29.72
ITEM0000212,ORD000061,PROD00005,3,938.76,11.57
ITEM0000213,ORD000061,PROD00097,1,8629.08,14.48
ITEM0000214,ORD000062,PROD00118,3,85972.81,4.44
ITEM0000215,ORD000062,PROD00064,1,6397.09,32.25
ITEM0000216,ORD000062,PROD00133,2,16317.65,9.7
ITEM0000217,ORD000062,PROD00039,3,4450.41,18.84
ITEM0000218,ORD000062,PROD00263,2,4176.74,30.03
ITEM0000219,ORD000063,PROD00239,4,18153.0,24.12
ITEM0000220,ORD000063,PROD00077,1,949.09,18.58
ITEM0000221,ORD000063,PROD00112,4,958.5,23.85
ITEM0000222,ORD000063,PROD00042,0,851.12,1.49
ITEM0000223,ORD000063,PROD00197,2,2320.69,14.29
ITEM0000224,ORD000063,PROD00266,5,150138.51,7.6
ITEM0000225,ORD000064,PROD00243,4,19132.03,30.48
ITEM0000226,ORD000064,PROD00214,2,9055.44,18.29
ITEM0000227,ORD000064,PROD00101,4,90820.31,10.88
ITEM0000228,ORD000064,PROD00066,3,5087.99,31.47
ITEM0000229,ORD000064,PROD00286,2,11352.93,34.47
ITEM0000230,ORD000065,PROD00118,5,85972.81,33.68
ITEM0000231,ORD000065,PROD00135,4,973.62,32.03
ITEM0000232,ORD000065,PROD00273,2,5839.38,10.47
ITEM0000233,ORD000066,PROD00229,1,17916.53,21.9
ITEM0000234,ORD000066,PROD00037,2,16473.88,12.6
ITEM0000235,ORD000066,PROD00191,2,18482.44,22.92
ITEM0000236,ORD000066,PROD00152,1,4664.81,7.7
ITEM0000237,ORD000066,PROD00063,1,4748.54,32.27
ITEM0000238,ORD000067,PROD00196,3,19028.45,9.49
ITEM0000239,ORD000067,PROD00036,5,9080.54,3.38
ITEM0000240,ORD000067,PROD00186,2,10600.32,9.68
ITEM0000241,ORD000067,PROD00231,2,2536.84,16.36
ITEM0000242,ORD000067,PROD00024,2,18935.15,10.31
ITEM0000243,ORD000068,PROD00187,5,8729.44,25.09
ITEM0000244,ORD000068,PROD00272,5,43464.46,16.67
ITEM0000245,ORD000068,PROD00067,1,16473.79,17.47
ITEM0000246,ORD000068,PROD00234,4,491.09,4.46
ITEM0000247,ORD000069,PROD00024,2,18935.15,6.52
ITEM0000248,ORD000069,PROD00165,3,5849.47,15.36
ITEM0000249,ORD000069,PROD00106,1,1535.04,30.74
ITEM0000250,ORD000069,PROD00269,2,2342.42,10.84
ITEM0000251,ORD000069,PROD00255,-3,8717.28,0.63
ITEM0000252,ORD000070,PROD00181,-4,34804.16,23.53
ITEM0000253,ORD000070,PROD00072,2,6009.58,5.41
ITEM0000254,ORD000070,PROD00093,5,799.0,32.48
ITEM0000255,ORD000070,PROD00258,4,11131.97,16.83
ITEM0000256,ORD000071,PROD00069,4,1031.99,20.95
ITEM0000257,ORD000071,PROD00006,3,3286.66,20.52
ITEM0000258,ORD000071,PROD00292,2,148693.56,14.08
ITEM0000259,ORD000071,PROD00204,1,56411.49,34.6
ITEM0000260,ORD000072,PROD00130,3,11592.7,28.4
ITEM0000261,ORD000072,PROD00288,1,12413.32,10.83
ITEM0000262,ORD000073,PROD00180,1,45620.93,4.14
ITEM0000263,ORD000073,PROD00121,4,79730.15,132.36
ITEM0000264,ORD000073,PROD00116,4,72895.77,3.32
ITEM0000265,ORD000073,PROD00174,5,6796.1,34.47
ITEM0000266,ORD000074,PROD00191,5,18482.44,21.79
ITEM0000267,ORD000074,PROD00102,1,20526.64,6.77
ITEM0000268,ORD000074,PROD00173,5,77771.82,16.14
ITEM0000269,ORD000074,PROD00244,4,358.32,27.59
ITEM0000270,ORD000074,PROD00107,3,128039.99,20.85
ITEM0000271,ORD000074,PROD00113,-5,14490.24,19.17
ITEM0000272,ORD000075,PROD00092,4,3453.47,6.72
ITEM0000273,ORD000075,PROD00007,4,4079.3,30.31
ITEM0000274,ORD000075,PROD00039,1,4450.41,10.78
ITEM0000275,ORD000076,PROD00145,2,7654.14,8.79
ITEM0000276,ORD000076,PROD00039,3,4450.41,3.05
ITEM0000277,ORD000076,PROD00269,4,2342.42,27.21
ITEM0000278,ORD000077,PROD00236,-5,38161.26,29.37
ITEM0000279,ORD000077,PROD00293,1,6508.01,7.85
ITEM0000280,ORD000077,PROD00014,4,10284.38,13.33
ITEM0000281,ORD000078,PROD00232,2,20147.3,13.8
ITEM0000282,ORD000078,PROD00093,2,799.0,7.83
ITEM0000283,ORD000078,PROD00187,5,8729.44,15.36
ITEM0000284,ORD000078,PROD00137,3,35792.4,23.26
ITEM0000285,ORD000079,PROD00186,4,10600.32,30.68
ITEM0000286,ORD000079,PROD00061,1,168745.97,21.65
ITEM0000287,ORD000079,PROD00239,4,18153.0,25.56
ITEM0000288,ORD000080,PROD_DUP_764,4,10284.38,19.31
ITEM0000289,ORD000081,PROD00282,4,1528.85,26.47
ITEM0000290,ORD000081,PROD00243,2,19132.03,34.52
ITEM0000291,ORD000081,PROD_DUP_765,3,60305.75,32.05
ITEM0000292,ORD000081,PROD00211,3,235.37,5.89
ITEM0000293,ORD000081,PROD00251,4,37604.62,30.98
ITEM0000294,ORD000081,PROD00180,5,45620.93,9.23
ITEM0000295,ORD000082,PROD00199,4,37442.17,22.16
ITEM0000296,ORD000082,PROD00041,3,13175.99,25.84
ITEM0000297,ORD000082,PROD00227,3,2030.73,25.09
ITEM0000298,ORD000082,PROD00013,3,1794.74,139.0
ITEM0000299,ORD000083,PROD00269,5,2342.42,22.46
ITEM0000300,ORD000083,PROD00014,2,10284.38,9.79
ITEM0000301,ORD000083,PROD00017,4,42741.8,18.62
ITEM0000302,ORD000083,PROD00274,3,3119.83,6.53
ITEM0000303,ORD000083,PROD00127,4,6869.22,25.91
ITEM0000304,ORD000083,PROD00142,1,3142.8,1.94
ITEM0000305,ORD000084,PROD00045,-3,65694.03,30.8
ITEM0000306,ORD000084,PROD00132,1,1220.54,25.83
ITEM0000307,ORD000084,PROD00185,5,88426.11,22.11
ITEM0000308,INVALID_ORD_48890,PROD00150,4,35744.49,9.33
ITEM0000309,ORD000085,PROD00202,4,2205.47,29.78
ITEM0000310,ORD000086,PROD00101,5,90820.31,11.75
ITEM0000311,ORD000086,PROD00028,5,59359.69,1.87
ITEM0000312,ORD000086,PROD00092,4,3453.47,18.67
ITEM0000313,ORD000086,PROD00168,1,786.46,9.18
ITEM0000314,ORD000087,INVALID_PROD_54588,4,41413.51,8.26
ITEM0000315,ORD000087,PROD00219,1,916.28,11.25
ITEM0000316,INVALID_ORD_98112,PROD00191,3,18482.44,20.65
ITEM0000317,ORD000087,PROD00012,3,16414.48,24.02
ITEM0000318,ORD000088,PROD00240,1,56530.69,16.46
ITEM0000319,ORD000088,PROD00241,1,15219.97,32.0
ITEM0000320,ORD000089,PROD00082,5,4931.74,13.97
ITEM0000321,ORD000090,PROD00292,1,148693.56,8.87
ITEM0000322,ORD000090,PROD_DUP_248,5,13444.93,3.59
ITEM0000323,ORD000091,PROD00128,4,2957.45,0.31
ITEM0000324,ORD000091,PROD00259,1,32817.74,1.57
ITEM0000325,ORD000092,PROD00187,1,8729.44,9.36
ITEM0000326,ORD000092,PROD00233,5,5457.87,22.59
ITEM0000327,ORD000092,PROD00138,5,14451.36,7.98
ITEM0000328,ORD000092,PROD00180,4,45620.93,11.5
ITEM0000329,ORD000093,PROD00004,3,945.43,16.77
ITEM0000330,ORD000093,PROD00006,2,3286.66,30.42
ITEM0000331,ORD000093,PROD00200,3,23481.36,14.98
ITEM0000332,ORD000093,PROD00167,5,15629.7,9.14
ITEM0000333,ORD000093,PROD00022,5,9177.73,11.04
ITEM0000334,ORD000093,PROD00111,1,8072.67,21.9
ITEM0000335,ORD000094,PROD00224,1,54820.98,5.41
ITEM0000336,ORD000094,PROD00028,1,59359.69,29.17
ITEM0000337,ORD000094,PROD00067,5,16473.79,14.08
ITEM0000338,ORD000095,PROD00085,2,3944.47,12.34
ITEM0000339,ORD000096,PROD00016,4,155813.5,28.11
ITEM0000340,ORD000096,PROD00031,2,14324.32,5.72
ITEM0000341,ORD000097,INVALID_PROD_54798,2,9351.26,11.42
ITEM0000342,ORD000097,PROD00066,2,5087.99,4.9
ITEM0000343,ORD000097,PROD00197,5,2320.69,10.53
ITEM0000344,ORD000097,PROD00017,5,42741.8,31.83
ITEM0000345,ORD000097,PROD00272,3,43464.46,18.07
ITEM0000346,ORD000097,PROD00249,5,90613.5,28.4
ITEM0000347,ORD000098,PROD00139,3,12429.19,18.42
ITEM0000348,ORD000098,PROD00044,5,36733.67,23.75
ITEM0000349,ORD000099,PROD00224,3,54820.98,30.38
ITEM0000350,ORD000099,PROD00176,2,10514.42,16.35
ITEM0000351,ORD000100,PROD00270,1,16051.61,1.44
ITEM0000352,ORD000100,PROD00263,1,4176.74,29.83
ITEM0000353,ORD000100,PROD00156,3,263.76,3.62
ITEM0000354,ORD000100,PROD00008,3,2233.33,25.88
ITEM0000355,ORD000100,PROD00167,1,15629.7,8.94
ITEM0000356,ORD000101,PROD00022,2,9177.73,32.65
ITEM0000357,ORD000101,PROD00185,3,88426.11,28.0
ITEM0000358,ORD000101,PROD00189,3,9958.04,2.17
ITEM0000359,ORD000102,PROD00079,4,11534.5,15.65
ITEM0000360,ORD000102,PROD00255,4,8717.28,6.3
ITEM0000361,ORD000103,PROD00061,2,168745.97,29.8
ITEM0000362,ORD000103,PROD00128,4,2957.45,0.6
ITEM0000363,ORD000103,PROD00146,3,10852.71,9.95
ITEM0000364,ORD000103,PROD00292,4,148693.56,25.19
ITEM0000365,ORD000103,INVALID_PROD_14549,4,54820.98,11.93
ITEM0000366,ORD000103,PROD00251,1,37604.62,7.73
ITEM0000367,ORD000104,PROD00231,4,2536.84,27.69
ITEM0000368,ORD000104,PROD00064,2,6397.09,17.18
ITEM0000369,ORD000105,PROD00185,2,88426.11,28.6
ITEM0000370,ORD000105,PROD00104,3,10809.0,22.29
ITEM0000371,ORD000105,PROD00174,3,6796.1,8.42
ITEM0000372,ORD000105,PROD00183,5,9351.26,12.72
ITEM0000373,ORD000106,PROD00063,4,4748.54,23.22
ITEM0000374,ORD000106,PROD00248,4,13070.96,28.71
ITEM0000375,ORD000107,PROD00155,5,6690.65,26.57
ITEM0000376,ORD000108,PROD00041,4,13175.99,23.82
ITEM0000377,ORD000108,PROD00082,1,4931.74,20.41
ITEM0000378,ORD000109,PROD00197,1,2320.69,33.79
ITEM0000379,ORD000109,PROD00216,1,4233.5,30.92
ITEM0000380,ORD000109,PROD00280,3,93322.92,3.08
ITEM0000381,ORD000109,PROD00283,2,34928.13,12.93
ITEM0000382,ORD000109,PROD00023,2,13941.86,21.39
ITEM0000383,ORD000110,PROD00122,2,1085.5,17.49
ITEM0000384,ORD000110,PROD00002,2,13344.44,18.16
ITEM0000385,ORD000110,PROD00033,5,25099.93,10.4
ITEM0000386,ORD000110,PROD00231,5,2536.84,27.05
ITEM0000387,ORD000110,PROD00128,3,2957.45,25.87
ITEM0000388,ORD000110,PROD00154,5,15820.26,6.52
ITEM0000389,ORD000111,PROD00150,4,35744.49,14.46
ITEM0000390,ORD000111,PROD00016,3,155813.5,26.83
ITEM0000391,ORD000111,PROD00254,5,83824.83,15.48
ITEM0000392,ORD000111,PROD00168,5,786.46,16.6
ITEM0000393,ORD000112,PROD00140,5,10466.68,18.43
ITEM0000394,ORD000112,PROD00157,3,7028.69,34.4
ITEM0000395,ORD000112,PROD00172,2,660.53,28.28
ITEM0000396,ORD000113,PROD00074,0,2883.54,5.34
ITEM0000397,ORD000113,PROD00299,1,5860.91,28.18
ITEM0000398,ORD000113,INVALID_PROD_16819,4,13444.93,28.27
ITEM0000399,ORD000113,PROD00063,5,4748.54,27.35
ITEM0000400,ORD000113,PROD00070,3,70038.79,6.5
ITEM0000401,ORD000113,PROD00240,2,56530.69,27.07
ITEM0000402,ORD000114,PROD00033,2,25099.93,10.53
ITEM0000403,ORD000114,PROD00267,3,5023.39,32.49
ITEM0000404,ORD000114,PROD00168,5,786.46,31.13
ITEM0000405,ORD000114,PROD00231,4,2536.84,27.68
ITEM0000406,ORD000115,PROD00258,0,11131.97,31.03
ITEM0000407,ORD000115,PROD00068,4,15259.49,14.85
ITEM0000408,ORD000115,PROD00136,2,15602.8,5.8
ITEM0000409,ORD000115,PROD00211,1,235.37,6.75
ITEM0000410,ORD000116,PROD00091,1,922.64,34.32
ITEM0000411,ORD000116,PROD00227,3,2030.73,12.9
ITEM0000412,ORD000116,PROD00167,1,15629.7,33.99
ITEM0000413,ORD000117,PROD00012,3,16414.48,8.24
ITEM0000414,ORD000117,PROD00281,3,2777.16,9.21
ITEM0000415,ORD000117,PROD00096,2,15644.62,32.52
ITEM0000416,ORD000117,PROD00211,2,235.37,20.69
ITEM0000417,ORD000117,PROD00143,2,9888.94,0.05
ITEM0000418,ORD000117,PROD00259,5,32817.74,17.19
ITEM0000419,ORD000118,PROD00065,5,10942.37,16.07
ITEM0000420,ORD000118,PROD00152,5,4664.81,21.63
ITEM0000421,ORD000119,PROD00243,1,19132.03,21.72
ITEM0000422,ORD000119,PROD00058,3,8762.42,17.63
ITEM0000423,ORD000120,PROD00004,4,945.43,25.18
ITEM0000424,ORD000120,PROD00021,4,1935.05,5.36
ITEM0000425,ORD000120,PROD00072,1,6009.58,10.06
ITEM0000426,ORD000121,PROD00236,1,38161.26,33.82
ITEM0000427,ORD000121,PROD00146,2,10852.71,9.87
ITEM0000428,ORD000122,PROD00212,4,18473.59,1.51
ITEM0000429,ORD000122,PROD00206,1,17398.64,11.89
ITEM0000430,ORD000123,PROD00129,4,55423.01,14.73
ITEM0000431,ORD000123,PROD00028,2,59359.69,26.16
ITEM0000432,ORD000124,PROD00161,-1,89959.13,31.12
ITEM0000433,ORD000124,PROD00224,5,54820.98,0.1
ITEM0000434,ORD000124,PROD00039,1,4450.41,18.29
ITEM0000435,ORD000124,PROD00233,5,5457.87,8.43
ITEM0000436,ORD000124,PROD00097,5,8629.08,144.6
ITEM0000437,ORD000124,PROD00140,5,10466.68,11.19
ITEM0000438,ORD000125,PROD00170,4,12487.59,20.36
ITEM0000439,ORD000125,PROD00056,5,64832.21,6.18
ITEM0000440,ORD000125,PROD00212,5,18473.59,23.94
ITEM0000441,ORD000125,PROD00294,1,12314.4,2.41
ITEM0000442,ORD000126,PROD00166,3,13792.77,11.06
ITEM0000443,ORD000127,PROD00098,3,101886.16,8.67
ITEM0000444,ORD000127,PROD00104,-2,10809.0,16.87
ITEM0000445,ORD000128,PROD00155,2,6690.65,0.1
ITEM0000446,ORD000128,PROD00145,1,7654.14,8.17
ITEM0000447,ORD000128,PROD00017,2,42741.8,29.0
